"WATERBODYC,N,9,0","LOCNAME_EN,C,254","LATITUDE,N,19,11","LONGITUDE,N,19,11","GUIDELOC_E,C,254","URL_EN,C,254","SPECIES_EN,C,254"
46238242,Elliot Lake,46.39222222,-82.69527778,"Bolger & Gunterman Twps., Algoma Dist.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE46238242.html,-LAKE_TROUT-LAKE_WHITEFISH-CISCO(LAKE_HERRING)-SMALLMOUTH_BASS-
46248112,Simon Lake,46.39666667,-81.19277778,"Graham Twp., Sudbury Dist.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE46248112.html,-NORTHERN_PIKE-WHITE_SUCKER-BROWN_BULLHEAD-SMALLMOUTH_BASS-YELLOW_PERCH-WALLEYE-
46258059,McFarlane Lake,46.415,-80.96416667,"Broder Twp., Sudbury Dist.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE46258059.html,-CISCO(LAKE_HERRING)-WALLEYE-
46258229,May Lake,46.43611111,-82.49472222,Algoma Dist.,http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE46258229.html,-LAKE_TROUT-
46258234,McCabe Lake,46.42333333,-82.56611111,Algoma Dist.,http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE46258234.html,-LAKE_TROUT-
46258252,Big Moon Lake,46.41777778,-82.87777778,"Timmermans Twp., Algoma Dist.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE46258252.html,-LAKE_TROUT-LAKE_WHITEFISH-NORTHERN_PIKE-SMALLMOUTH_BASS-
46258350,Gorden Lake,46.42055556,-83.83416667,"Plummer & Johnson Twps., Algoma Dist.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE46258350.html,-NORTHERN_PIKE-WALLEYE-
46268055,Richard Lake,46.43777778,-80.9175,"Dill Twp., Sudbury Dist.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE46268055.html,-NORTHERN_PIKE-WALLEYE-
46268100,Still Lake,46.44444444,-81.00138889,"McKim Twp., Sudbury Dist.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE46268100.html,-NORTHERN_PIKE-BROWN_BULLHEAD-
46268101,St. Charles Lake,46.44666667,-81.01666667,"Broder Twp., Sudbury Dist.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE46268101.html,-WALLEYE-
46268220,Whiskey Lake,46.43972222,-82.33555556,"Gaiashk & Lehman Twps., Algoma Dist.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE46268220.html,-LAKE_TROUT-SMALLMOUTH_BASS-WALLEYE-
46268329,Bridgland (Burrows) Lake,46.43805556,-83.48138889,"Bridgland Twp., Algoma Dist.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE46268329.html,-BROOK_TROUT-
46268346,Rock Lake,46.43472222,-83.7725,"Aberdeen & Plummer Twps., Algoma Dist.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE46268346.html,-NORTHERN_PIKE-WALLEYE-
46268356,McCarroll Lake,46.44611111,-83.92555556,"Meredith & Aberdeen Additional Twps., Algoma Dist.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE46268356.html,-LAKE_TROUT-
46278051,Alice Lake,46.46222222,-80.85277778,"Neelon Twp., Sudbury Dist.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE46278051.html,-NORTHERN_PIKE-
46278054,Daisy Lake,46.45472222,-80.87944444,"Neelon & Dill Twps., Sudbury Dist.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE46278054.html,-NORTHERN_PIKE-
46278056,Laurentian Lake,46.44944444,-80.95861111,"McKim & Neelon Twps., Sudbury Dist.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE46278056.html,-NORTHERN_PIKE-
46278057,Bennett Lake,46.45777778,-80.97222222,"McKim Twp., Sudbury Dist.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE46278057.html,-BROWN_BULLHEAD-
46278058,Nepahwin Lake,46.45972222,-80.98916667,"McKim Twp., Sudbury Dist.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE46278058.html,-SPLAKE-RAINBOW_SMELT-NORTHERN_PIKE-WHITE_SUCKER-BROWN_BULLHEAD-ROCK_BASS-SMALLMOUTH_BASS-YELLOW_PERCH-
46278102,Robinson Lake,46.45611111,-81.03,"McKim Twp., Sudbury Dist.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE46278102.html,-NORTHERN_PIKE-WHITE_SUCKER-WALLEYE-
46278104,Kelley Lake,46.44583333,-81.06666667,"McKim, Broder & Water Twps., Sudbury Dist.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE46278104.html,-WHITE_SUCKER-BROWN_BULLHEAD-YELLOW_PERCH-
46278233,Popeye (Poppy) Lake,46.44416667,-82.545,Algoma Dist.,http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE46278233.html,-WALLEYE-
46278326,Tunnel Lake,46.44638889,-83.40138889,"Gould Twp., Algoma Dist.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE46278326.html,-WALLEYE-NORTHERN_PIKE-WHITE_SUCKER-SMALLMOUTH_BASS-
46288013,Deer Lake,46.48194444,-80.21722222,"Hugel Twp., Nipissing Dist.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE46288013.html,-NORTHERN_PIKE-WALLEYE-
46288057,Bethel Lake,46.47166667,-80.96166667,"McKim Twp., Sudbury Dist.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE46288057.html,-WHITE_SUCKER-BROWN_BULLHEAD-
46288126,Fairbank Lake,46.46583333,-81.42694444,"Fairbank & Trill Twps., Sudbury Dist.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE46288126.html,-LAKE_TROUT-SMALLMOUTH_BASS-WALLEYE-
46288233,Quirke Lake,46.49,-82.55222222,"Buckles Twp., Algoma Dist.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE46288233.html,-LAKE_TROUT-SMALLMOUTH_BASS-
46298002,Muskosung Lake,46.49138889,-80.04638889,"Badgerow & Field Twps., Nipissing Dist.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE46298002.html,-NORTHERN_PIKE-WALLEYE-
46298057,Ramsey Lake,46.4825,-80.95,"McKim & Neelon Twps., Sudbury Dist.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE46298057.html,-NORTHERN_PIKE-WHITE_SUCKER-BROWN_BULLHEAD-YELLOW_PERCH-WALLEYE-
46298242,Dunlop Lake,46.49555556,-82.72861111,"Bouck & Beange Twps., Algoma Dist.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE46298242.html,-LAKE_TROUT-SMALLMOUTH_BASS-WALLEYE-
46307903,Timber Lake,46.49388889,-79.04611111,"Butler Twp., Nipissing Dist.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE46307903.html,-LAKE_TROUT-ROUND_WHITEFISH-
46308126,Vermilion Lake,46.52277778,-81.39083333,"Fairbank Twp., Sudbury Dist.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE46308126.html,-CISCO(LAKE_HERRING)-NORTHERN_PIKE-SMALLMOUTH_BASS-YELLOW_PERCH-WALLEYE-
46308257,Keelor Lake,46.50361111,-82.95527778,Algoma Dist.,http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE46308257.html,-LAKE_TROUT-
46308427,Big Carp River,46.5,-84.44166667,"Awenge Twp., Algoma Dist.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE46308427.html,-RAINBOW_TROUT-
46318229,Geiger Lake,46.53027778,-82.48694444,"Buckles Twp., Algoma Dist.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE46318229.html,-BROOK_TROUT-LAKE_TROUT-
46318231,Rochester Lake,46.52444444,-82.50833333,"Buckles Twp., Algoma Dist.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE46318231.html,-LAKE_TROUT-
46318349,Aberdeen (Bass) Lake,46.50777778,-83.80861111,"Aberdeen Twp., Algoma Dist.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE46318349.html,-NORTHERN_PIKE-ROCK_BASS-SMALLMOUTH_BASS-YELLOW_PERCH-WALLEYE-
46327949,Tomiko Lake,46.53027778,-79.82444444,"Grant Twp., Nipissing Dist.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE46327949.html,-WHITE_SUCKER-SMALLMOUTH_BASS-WALLEYE-
46328109,Whitewater Lake,46.53333333,-81.14166667,"Rayside & Snider Twps., Sudbury Dist.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE46328109.html,-CISCO(LAKE_HERRING)-NORTHERN_PIKE-BROWN_BULLHEAD-YELLOW_PERCH-
46328134,Whitefish Lake,46.54,-81.57361111,"Ermatinger Twp., Sudbury Dist.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE46328134.html,-LAKE_TROUT-NORTHERN_PIKE-WALLEYE-
46328336,Skookum Lake,46.525,-83.59722222,"Galbraith Twp., Algoma Dist.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE46328336.html,-SMALLMOUTH_BASS-WALLEYE-
46328348,McMahon Lake,46.53416667,-83.80277778,"McMahon & Aberdeen Twps., Algoma Dist.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE46328348.html,-LAKE_TROUT-
46328421,St. Marys River,46.50138889,-84.42916667,from Lake Superior to St. Joseph Channel,http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE46328421.html,-PINK_SALMON-CHINOOK_SALMON-RAINBOW_TROUT-ATLANTIC_SALMON-CISCO(LAKE_HERRING)-NORTHERN_PIKE-LONGNOSE_SUCKER-WHITE_SUCKER-BROWN_BULLHEAD-YELLOW_PERCH-WALLEYE-
46337927,Little Tomiko Lake,46.55361111,-79.45361111,"Stewart Twp., Nipissing Dist.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE46337927.html,-YELLOW_PERCH-WALLEYE-
46338055,Maley Reservoir,46.54472222,-80.92333333,Greater Sudbury Area,http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE46338055.html,-WHITE_SUCKER-BROWN_BULLHEAD-
46338245,Samreid Lake,46.55472222,-82.75027778,"Raimbault Twp., Algoma Dist.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE46338245.html,-LAKE_TROUT-
46338247,Dollyberry Lake,46.54416667,-82.78333333,Algoma Dist.,http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE46338247.html,-LAKE_TROUT-
46348134,Ministic Lake,46.56083333,-81.56861111,"southwest of Levack, Ermatinger & Cascaden Twps., Sudbury Dist.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE46348134.html,-LAKE_TROUT-LING_(BURBOT)-SMALLMOUTH_BASS-WALLEYE-
46348251,Astonish Lake,46.56527778,-82.85472222,"Nicholas Twp., Algoma Dist.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE46348251.html,-BROOK_TROUT-
46348322,Wakomata Lake,46.56666667,-83.36666667,"Casson Twp., Algoma Dist.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE46348322.html,-LAKE_TROUT-NORTHERN_PIKE-SMALLMOUTH_BASS-
46348359,Echo Lake,46.55638889,-83.98361111,"Kehoe Twp., Algoma Dist.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE46348359.html,-NORTHERN_PIKE-WALLEYE-
46357900,Ottawa River,46.58333333,-79,outflow of Lake Timiskaming to Holden Dam,http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE46357900.html,-SAUGER-WALLEYE-
46357931,Rock Island Lake,46.57777778,-79.52333333,"Notman Twp., Nipissing Dist.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE46357931.html,-LAKE_WHITEFISH-
46358058,Whitson Lake,46.58416667,-80.97222222,"Blezard Twp., Sudbury Dist.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE46358058.html,-NORTHERN_PIKE-YELLOW_PERCH-WALLEYE-
46358144,Fox (Macaulay) Lake,46.58333333,-81.73333333,"Venturi Twp., Sudbury Dist.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE46358144.html,-LAKE_TROUT-LING_(BURBOT)-SMALLMOUTH_BASS-
46358241,Semiwite Lake,46.5775,-82.68138889,"Hembruff Twp., Algoma Dist.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE46358241.html,-LAKE_TROUT-
46358244,Jimchrist (Christman) Lake,46.58361111,-82.72972222,"Raimbault Twp., Algoma Dist.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE46358244.html,-LAKE_TROUT-
46358247,Flack Lake,46.5875,-82.7825,"Raimbault Twp., Algoma Dist.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE46358247.html,-LAKE_TROUT-
46358302,Endikai Lake,46.58944444,-83.03,"Albanel Twp., Algoma Dist.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE46358302.html,-LAKE_TROUT-LAKE_WHITEFISH-NORTHERN_PIKE-LING_(BURBOT)-SMALLMOUTH_BASS-WALLEYE-
46358335,Shelden Lake,46.58333333,-83.58333333,"Morin Twp., Algoma Dist.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE46358335.html,-BROOK_TROUT-
46368127,Windy Lake,46.59916667,-81.43861111,"Cascaden & Dowling Twps., Sudbury Dist.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE46368127.html,-LAKE_TROUT-LING_(BURBOT)-SMALLMOUTH_BASS-WALLEYE-
46368305,Regal Lake,46.60027778,-83.08638889,"Varley Twp., Algoma Dist.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE46368305.html,-LAKE_TROUT-
46368307,Burns Lake,46.59416667,-83.11277778,"Varley Twp., Algoma Dist.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE46368307.html,-LAKE_TROUT-
46377939,Tilden Lake,46.62694444,-79.66,"Gladman & Notman Twps., Nipissing Dist.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE46377939.html,-WALLEYE-
46378211,Madawanson Lake,46.61388889,-82.18083333,"Redden & Strain Twps., Algoma Dist.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE46378211.html,-LAKE_TROUT-
46387936,Bear (Kaotisinimigo) Lake,46.63027778,-79.60277778,"Hammell Twp., Nipissing Dist.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE46387936.html,-LAKE_TROUT-
46388233,Little Sister Lake,46.64333333,-82.55055556,"Piche Twp., Algoma Dist.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE46388233.html,-LAKE_TROUT-
46388248,Cobre Lake,46.63527778,-82.79416667,"Sagard Twp., Algoma Dist.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE46388248.html,-LAKE_TROUT-
46388308,Stinkfish Lake,46.63333333,-83.13333333,"Varley Twp., Algoma Dist.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE46388308.html,-BROOK_TROUT-
46398247,Tenfish Lake,46.64777778,-82.76944444,"Sagard Twp., Algoma Dist.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE46398247.html,-LAKE_TROUT-
46398305,Kirkpatrick Lake,46.65888889,-83.09138889,"Sayer Twp., Algoma Dist.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE46398305.html,-RAINBOW_TROUT-BROOK_TROUT-LAKE_TROUT-
46407937,Poplar Lake,46.66555556,-79.62111111,"Hammell Twp., Nipissing Dist.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE46407937.html,-NORTHERN_PIKE-YELLOW_PERCH-
46408001,Island (Thistle) Lake,46.67388889,-80.02111111,"Thistle Twp., Nipissing Dist.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE46408001.html,-CISCO(LAKE_HERRING)-NORTHERN_PIKE-WALLEYE-
46408018,Theriault Lake,46.6725,-80.30166667,"Janes Twp., Sudbury Dist.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE46408018.html,-YELLOW_PERCH-
46408026,Murray Lake,46.68083333,-80.42305556,"east of Wanapitei L., Davis & Janes Twps.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE46408026.html,-SMALLMOUTH_BASS-WALLEYE-
46408051,Lac St. Jean (Massey Lake),46.67194444,-80.8525,"Capreol Twp., Sudbury Dist.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE46408051.html,-YELLOW_PERCH-WALLEYE-
46408222,Spinweb Lake,46.67694444,-82.38138889,"Plourde Twp., Algoma Dist.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE46408222.html,-BROOK_TROUT-
46428307,White Bear Lake,46.695,-83.10138889,Algoma Dist.,http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE46428307.html,-LAKE_TROUT-
46437925,Sucker Lake,46.71833333,-79.41805556,"La Salle Twp., Nipissing Dist.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE46437925.html,-NORTHERN_PIKE-
46437947,Marten Lake,46.70361111,-79.72861111,"Sisk & McLaren Twps., Nipissing Dist.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE46437947.html,-LAKE_TROUT-WALLEYE-
46438059,Frenchman Lake,46.71777778,-80.9875,"Wisner & Hanmer Twps., Sudbury Dist.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE46438059.html,-SMALLMOUTH_BASS-
46438107,Sans Chambre Lake,46.71666667,-81.11666667,Sudbury Dist.,http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE46438107.html,-SMALLMOUTH_BASS-
46438303,Duval Lake,46.71666667,-83.05,"Slievert Twp., Algoma Dist.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE46438303.html,-LAKE_TROUT-
46438428,Goulais River,46.77555556,-84.05055556,"Spawning Runs, Algoma Dist.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE46438428.html,-COHO_SALMON-RAINBOW_TROUT-
46438431,Lake Superior 11 - Goulais Bay area,46.75666667,-84.64138889,from south of Batchawana Bay to the St. Marys River,http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE46438431.html,-COHO_SALMON-CHINOOK_SALMON-RAINBOW_TROUT-LAKE_TROUT-LAKE_WHITEFISH-ROUND_WHITEFISH-RAINBOW_SMELT-NORTHERN_PIKE-LONGNOSE_SUCKER-WHITE_SUCKER-REDHORSE_SUCKER-LING_(BURBOT)-YELLOW_PERCH-WALLEYE-
46447921,McConnell Lake,46.73972222,-79.33972222,"McAuslan Twp., Nipissing Dist.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE46447921.html,-LAKE_TROUT-
46448033,Kukagami Lake,46.73388889,-80.55361111,"Kelly & Davis Twps., Sudbury Dist.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE46448033.html,-LAKE_TROUT-LING_(BURBOT)-SMALLMOUTH_BASS-WALLEYE-
46448101,Joe Lake,46.73472222,-81.01111111,"Wisner Twp., Sudbury Dist.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE46448101.html,-SMALLMOUTH_BASS-
46448105,Nelson Lake,46.72666667,-81.09416667,"Bowell Twp., Sudbury Dist.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE46448105.html,-LAKE_TROUT-SMALLMOUTH_BASS-
46448154,Rushbrook Lake,46.73777778,-81.91666667,"Ouelette Twp., Sudbury Dist.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE46448154.html,-LAKE_TROUT-
46457954,Red Cedar Lake,46.7125,-79.93694444,"McCallum Twp., Nipissing Dist.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE46457954.html,-LAKE_WHITEFISH-CISCO(LAKE_HERRING)-NORTHERN_PIKE-SMALLMOUTH_BASS-WALLEYE-
46458030,Chuggin Lake,46.75555556,-80.50666667,Sudbury Dist.,http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE46458030.html,-LAKE_TROUT-
46458045,Wanapitei Lake,46.73722222,-80.74361111,Sudbury Dist.,http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE46458045.html,-WALLEYE-LAKE_TROUT-LAKE_WHITEFISH-NORTHERN_PIKE-LING_(BURBOT)-SMALLMOUTH_BASS-
46458310,Toodee Lake,46.75138889,-83.17,Algoma Dist.,http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE46458310.html,-LAKE_TROUT-
46467940,Wicksteed Lake,46.76194444,-79.68138889,"east of Marten River, Kenny Twp.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE46467940.html,-CISCO(LAKE_HERRING)-NORTHERN_PIKE-SMALLMOUTH_BASS-YELLOW_PERCH-WALLEYE-
46468133,Geneva Lake,46.76444444,-81.54611111,"Hess Twp., Sudbury Dist.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE46468133.html,-WALLEYE-
46468159,Shakwa Lake,46.77277778,-81.98444444,"Oshell Twp., Algoma Dist.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE46468159.html,-LAKE_TROUT-
46468415,Sill Lake,46.77333333,-84.25,"Van Koughnet Twp., Algoma Dist.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE46468415.html,-BROOK_TROUT-
46478036,Matagamasi Lake,46.76,-80.60583333,"Mackelcan & Rathburn Twps., Sudbury Dist.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE46478036.html,-LAKE_TROUT-SMALLMOUTH_BASS-WALLEYE-
46478220,Lac aux Sables,46.78861111,-82.32611111,"Monestime, Foucault, Lefebvre & Fontaine Twps., Algoma Dist.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE46478220.html,-LAKE_TROUT-
46488020,Wawiashkashi (Grassy) Lake,46.80222222,-80.32666667,"McNish & Macbeth Twps., Sudbury Dist.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE46488020.html,-LAKE_TROUT-NORTHERN_PIKE-YELLOW_PERCH-
46497953,Hangstone Lake,46.81916667,-79.89194444,"Torrington Twp., Nipissing Dist.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE46497953.html,-NORTHERN_PIKE-SMALLMOUTH_BASS-WALLEYE-
46498114,Michaud Lake,46.81583333,-81.23416667,"Tyrone Twp., Sudbury Dist.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE46498114.html,-LAKE_TROUT-
46508029,Lower Matagamasi Lake,46.83972222,-80.48416667,"McCarthy Twp., Sudbury Dist.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE46508029.html,-SMALLMOUTH_BASS-
46508408,Weckstrom Lake,46.82722222,-84.14972222,"Shields Twp., Algoma Dist.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE46508408.html,-BROOK_TROUT-LAKE_TROUT-
46508432,Lake Superior 10 - Agawa & Batchawana Bays,47.26444444,-84.92694444,open water from south of Cape Gargantua to Batchawana Bay,http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE46508432.html,-PINK_SALMON-COHO_SALMON-CHINOOK_SALMON-RAINBOW_TROUT-LAKE_TROUT-LAKE_WHITEFISH-CISCO(LAKE_HERRING)-LONGNOSE_SUCKER-WHITE_SUCKER-ROCK_BASS-SMALLMOUTH_BASS-YELLOW_PERCH-
46518017,Manitou Lake,46.85361111,-80.28111111,"Clement Twp., Nipissing Dist.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE46518017.html,-LAKE_TROUT-
46518105,Bigwood Lake,46.84444444,-81.09416667,"Kitchener Twp., Sudbury Dist.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE46518105.html,-LAKE_TROUT-SMALLMOUTH_BASS-WALLEYE-
46518301,Doehead Lake,46.85,-83.01666667,Algoma Dist.,http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE46518301.html,-LAKE_TROUT-
46527915,Lake Timiskaming,47.13138889,-79.44611111,Timiskaming Dist.,http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE46527915.html,-CISCO(LAKE_HERRING)-NORTHERN_PIKE-MOONEYE-LING_(BURBOT)-SMALLMOUTH_BASS-SAUGER-WALLEYE-
46527957,Cross Lake,46.87166667,-79.96611111,"Torrington & Yates Twps., Nipissing Dist.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE46527957.html,-LAKE_TROUT-NORTHERN_PIKE-SMALLMOUTH_BASS-WALLEYE-
46528001,Aileen Lake,46.87861111,-80.01777778,"Vogt Twp., Nipissing Dist.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE46528001.html,-LAKE_TROUT-NORTHERN_PIKE-SMALLMOUTH_BASS-WALLEYE-
46537949,Jumping Cariboo Lake,46.8825,-79.77555556,"Olive & Law Twps., Nipissing Dist.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE46537949.html,-WALLEYE-
46538247,Bobowash Lake,46.55277778,-82.78083333,"Raimbault Twp., Algoma Dist.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE46538247.html,-LAKE_TROUT-
46548019,Emerald Lake,46.91555556,-80.32277778,"Afton Twp., Sudbury Dist.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE46548019.html,-LAKE_TROUT-
46548138,Halfway Lake,46.89472222,-81.63638889,"Ulster & Antrim Twps., Sudbury Dist.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE46548138.html,-LAKE_TROUT-NORTHERN_PIKE-SMALLMOUTH_BASS-
46548334,Ranger Lake,46.89944444,-83.55666667,"Reilly Twp., Algoma Dist.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE46548334.html,-LAKE_TROUT-
46558032,Pedro Lake,46.91638889,-80.5375,"Sheppard Twp., Sudbury Dist.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE46558032.html,-LAKE_TROUT-
46558053,Fraleck Lake,46.91444444,-80.8825,"Fraleck Twp., Sudbury Dist.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE46558053.html,-LAKE_TROUT-SMALLMOUTH_BASS-WALLEYE-
46558211,Jeanne Lake,46.92388889,-82.18805556,"Beebe Twp., Algoma Dist.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE46558211.html,-LAKE_TROUT-WALLEYE-
46558304,Rocky Island Lake,46.91833333,-83.02277778,Algoma Dist.,http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE46558304.html,-WALLEYE-
