"WATERBODYC,N,9,0","LOCNAME_EN,C,254","LATITUDE,N,19,11","LONGITUDE,N,19,11","GUIDELOC_E,C,254","URL_EN,C,254","SPECIES_EN,C,254"
45108135,Willow Creek,45.15916667,-81.56833333,"west of George Lake, Edmunds Twp.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE45108135.html,-BROWN_TROUT-
45108140,Lake Huron H2,45.20138889,-81.93611111,from Fitzwilliam Island to Stokes Bay,http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE45108140.html,-LAKE_TROUT-LAKE_WHITEFISH-CISCO(LAKE_HERRING)-BLOATER-ROUND_WHITEFISH-LING_(BURBOT)-
45117608,Mississippi River,45.20555556,-76.16166667,"Appleton - Almonte, Ramsey Twp.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE45117608.html,-NORTHERN_PIKE-BROWN_BULLHEAD-PUMPKINSEED-SMALLMOUTH_BASS-WALLEYE-
45117739,Fraser Lake,45.18861111,-77.64333333,"Carlow Twp., Hasting Co.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE45117739.html,-NORTHERN_PIKE-SMALLMOUTH_BASS-WALLEYE-
45117749,Salmon Trout Lake,45.19,-77.81305556,"Monteagle Twp., Hastings Co.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE45117749.html,-SMALLMOUTH_BASS-WALLEYE-
45117832,Redstone Lake,45.18305556,-78.53777778,"Guilford Twp., Hastings Co.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE45117832.html,-LAKE_TROUT-LAKE_WHITEFISH-
45117843,Clear Lake,45.18222222,-78.71222222,"Sherborne Twp., Haliburton Co.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE45117843.html,-LAKE_TROUT-
45117847,Sherborne Lake,45.17805556,-78.785,"Sherborne Twp., Haliburton Co.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE45117847.html,-LAKE_TROUT-SMALLMOUTH_BASS-
45117857,Red Chalk Lake,45.18972222,-78.9475,"Ridout Twp., Muskoka D.M.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE45117857.html,-LAKE_TROUT-WHITE_SUCKER-YELLOW_PERCH-
45117904,Echo Lake,45.17694444,-79.06805556,"McLean Twp., Muskoka D.M.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE45117904.html,-WHITE_SUCKER-ROCK_BASS-SMALLMOUTH_BASS-
45127813,Kingscote Lake,45.19972222,-78.22083333,"Bruton Twp., Haliburton Co.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE45127813.html,-LAKE_TROUT-
45127822,Percy Lake,45.20916667,-78.35138889,"Harburn Twp., Haliburton Co.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE45127822.html,-LAKE_TROUT-
45127824,Haliburton Lake,45.19277778,-78.39611111,"Harburn Twp., Haliburton Co.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE45127824.html,-LAKE_TROUT-LAKE_WHITEFISH-LING_(BURBOT)-SMALLMOUTH_BASS-
45127835,Birchy Lake,45.2,-78.58333333,"Havelock Twp., Haliburton Co.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE45127835.html,-BROOK_TROUT-
45127842,Red Pine Lake,45.20444444,-78.70166667,"Sherborne Twp., Haliburton Co.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE45127842.html,-LAKE_TROUT-SMALLMOUTH_BASS-
45127844,Nunikani Lake,45.20027778,-78.73611111,"Sherborne Twp., Haliburton Co.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE45127844.html,-LAKE_TROUT-SMALLMOUTH_BASS-
45127851,Raven Lake,45.21166667,-78.85222222,"Sherborne Twp., Haliburton Co.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE45127851.html,-LAKE_TROUT-SMALLMOUTH_BASS-
45127856,Blue Chalk Lake,45.19916667,-78.93833333,"Ridout Twp., Muskoka D.M.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE45127856.html,-LAKE_TROUT-WHITE_SUCKER-
45128120,Gillies Lake,45.20472222,-81.33555556,"Lindsay Twp., Bruce Co.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE45128120.html,-LAKE_TROUT-CISCO(LAKE_HERRING)-
45128128,George Lake,45.19388889,-81.46611111,"St. Edmunds Twp., Bruce Co.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE45128128.html,-NORTHERN_PIKE-SMALLMOUTH_BASS-
45137830,Dog Lake,45.21666667,-78.5,"Eyre Twp., Haliburton Co.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE45137830.html,-BROOK_TROUT-
45137831,Duck Lake,45.21666667,-78.51666667,"Guilford Twp., Haliburton Co.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE45137831.html,-BROOK_TROUT-
45137838,Kennisis Lake,45.21583333,-78.64166667,"Havelock & Guilford Twps., Haliburton Co.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE45137838.html,-LAKE_TROUT-
45137859,Chub Lake,45.21305556,-78.98416667,"Ridout Twp., Muskoka D.M.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE45137859.html,-SMALLMOUTH_BASS-LARGEMOUTH_BASS-
45137933,Young Lake,45.20416667,-79.54888889,"Watt Twp., Muskoka D.M.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE45137933.html,-LAKE_TROUT-CISCO(LAKE_HERRING)-SMALLMOUTH_BASS-WALLEYE-
45137957,Crane Lake,45.21305556,-79.92833333,"Conger Twp., Parry Sound Dist.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE45137957.html,-SMALLMOUTH_BASS-LARGEMOUTH_BASS-WALLEYE-
45138128,Emmett Lake,45.21444444,-81.45916667,"St. Edmunds Twp., Bruce Co.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE45138128.html,-NORTHERN_PIKE-SMALLMOUTH_BASS-
45138131,Cyprus Lake,45.23055556,-81.53138889,"St. Edmunds Twp., Bruce Co.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE45138131.html,-SMALLMOUTH_BASS-WALLEYE-
45138134,Cameron Lake,45.21694444,-81.55805556,"St. Edmunds Twp., Bruce Co.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE45138134.html,-SMALLMOUTH_BASS-WALLEYE-
45157443,Loch Garry,45.25388889,-74.70972222,"Kenyon Twp., Glengarry Co.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE45157443.html,-LARGEMOUTH_BASS-
45157830,Eyre Lake,45.26,-78.49916667,"Eyre Twp., Haliburton Co.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE45157830.html,-LAKE_TROUT-
45157832,Depot Lake,45.29972222,-78.53444444,"Eyre Twp., Haliburton Co.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE45157832.html,-WHITE_SUCKER-
45157835,Little Kennisis Lake,45.25638889,-78.59055556,"Havelock Twp., Haliburton Co.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE45157835.html,-LAKE_TROUT-WHITE_SUCKER-
45157904,Lake of Bays,45.25055556,-78.99833333,Muskoka D. M.,http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE45157904.html,-LAKE_TROUT-LAKE_WHITEFISH-ROCK_BASS-SMALLMOUTH_BASS-YELLOW_PERCH-
45157915,Mary Lake,45.24444444,-79.25833333,"Stephenson Twp., Muskoka D.M.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE45157915.html,-LAKE_TROUT-RAINBOW_SMELT-ROCK_BASS-SMALLMOUTH_BASS-
45157927,Skeleton Lake,45.25111111,-79.45333333,"Cardwell Twp., Muskoka D.M.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE45157927.html,-LAKE_TROUT-LAKE_WHITEFISH-SMALLMOUTH_BASS-WALLEYE-
45167645,Calabogie Lake,45.27722222,-76.74277778,"Blithfield & Bagot Twps., Renfrew Co.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE45167645.html,-NORTHERN_PIKE-SMALLMOUTH_BASS-WALLEYE-
45167731,Dropledge Lake,45.26444444,-77.50861111,"Raglan Twp., Renfrew Co.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE45167731.html,-BROOK_TROUT-
45167755,Cardwell Lake,45.26222222,-77.92166667,"Wicklow Twp., Hastings Co.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE45167755.html,-SMALLMOUTH_BASS-YELLOW_PERCH-
45167831,Dutton Lake,45.26666667,-78.51666667,"Eyre Twp., Haliburton Co.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE45167831.html,-WHITE_SUCKER-
45167936,Woods Lake,45.26888889,-79.60416667,"Cardwell Twp., Muskoka D. M.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE45167936.html,-SMALLMOUTH_BASS-
45177842,Slipper Lake,45.29027778,-78.69305556,"Havelock Twp., Haliburton Co.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE45177842.html,-BROOK_TROUT-LAKE_TROUT-
45177958,Otter Lake,45.27805556,-79.9675,"Foley Twp., Parry Sound Dist.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE45177958.html,-NORTHERN_PIKE-SMALLMOUTH_BASS-
45187631,White Lake,45.29805556,-76.51861111,"Darling Twp., Lanark Co.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE45187631.html,-NORTHERN_PIKE-BROWN_BULLHEAD-SMALLMOUTH_BASS-LARGEMOUTH_BASS-YELLOW_PERCH-WALLEYE-
45187651,Fergusons Lake,45.30194444,-76.84416667,"Blithfield Twp., Renfrew Co.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE45187651.html,-CISCO(LAKE_HERRING)-NORTHERN_PIKE-WALLEYE-
45187805,Big Mink Lake,45.25527778,-78.08,"McClure Twp., Hastings Co.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE45187805.html,-LAKE_TROUT-SMALLMOUTH_BASS-
45187845,Kawagama Lake,45.29861111,-78.7525,"McClintock Twp., Haliburton Co.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE45187845.html,-LAKE_TROUT-SMALLMOUTH_BASS-
45197705,Burns Lake,45.31694444,-77.09222222,"Griffith Twp., Renfrew Co.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE45197705.html,-LAKE_TROUT-
45197802,Lake St. Peter,45.31194444,-78.02333333,"McClure Twp., Hastings Co.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE45197802.html,-LAKE_TROUT-
45197850,Millichamp Lake,45.32583333,-78.82944444,"McClintock Twp., Haliburton Co.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE45197850.html,-BROOK_TROUT-
45197852,Clinto Lake,45.31388889,-78.86777778,"McClintock Twp., Haliburton Co.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE45197852.html,-LAKE_TROUT-SMALLMOUTH_BASS-
45197908,Buchanan Lake,45.31611111,-79.12888889,"Brunel Twp., Muskoka D. M.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE45197908.html,-BROOK_TROUT-
45197958,Oastler Lake,45.31722222,-79.96666667,"Foley Twp., Parry Sound Dist.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE45197958.html,-SMALLMOUTH_BASS-
45207554,Monahan Drain,45.33333333,-75.9,"constructed wetland, Kanata",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE45207554.html,-WHITE_SUCKER-BROWN_BULLHEAD-PUMPKINSEED-
45207643,Norway Lake,45.33916667,-76.72,"Bagot Twp., Renfrew Co.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE45207643.html,-WALLEYE-
45207842,Bear Lake,45.34138889,-78.70944444,"Livingstone Twp., Haliburton Co.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE45207842.html,-LAKE_TROUT-SMALLMOUTH_BASS-
45207851,McFadden Lake,45.33416667,-78.85111111,"McClintock Twp., Haliburton Co.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE45207851.html,-LAKE_TROUT-
45207855,Flaherty Lake,45.33333333,-78.91666667,"McClintock Twp., Haliburton Co.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE45207855.html,-BROOK_TROUT-
45207906,Peninsula Lake,45.34277778,-79.09916667,"Chaffey Twp., Muskoka D.M.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE45207906.html,-LAKE_TROUT-NORTHERN_PIKE-ROCK_BASS-PUMPKINSEED-SMALLMOUTH_BASS-LARGEMOUTH_BASS-YELLOW_PERCH-
45207911,Fairy Lake,45.32888889,-79.18055556,"Chaffey Twp., Muskoka D.M.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE45207911.html,-LAKE_TROUT-ROCK_BASS-PUMPKINSEED-SMALLMOUTH_BASS-YELLOW_PERCH-
45207917,Lake Vernon,45.33222222,-79.29333333,"Stisted Twp., Muskoka D.M.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE45207917.html,-LAKE_TROUT-NORTHERN_PIKE-ROCK_BASS-PUMPKINSEED-SMALLMOUTH_BASS-LARGEMOUTH_BASS-WALLEYE-
45208135,Georgian Bay GB2,45.39472222,-81.26027778,area bounded on the west side by south of Fitzwilliam Island to Lion's Head and on the east side to the middle of the Bay,http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE45208135.html,-LAKE_TROUT-LAKE_WHITEFISH-BLOATER-ROUND_WHITEFISH-CHUB_(NOT_C._ARTEDII)-LING_(BURBOT)-
45217744,Purdy Lake,45.34277778,-77.73333333,"Bangor Twp., Hastings Co.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE45217744.html,-SMALLMOUTH_BASS-
45217749,Papineau Lake,45.345,-77.81444444,"Wicklow & Bangor Twps., Hastings Co.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE45217749.html,-LAKE_TROUT-LAKE_WHITEFISH-CISCO(LAKE_HERRING)-
45217841,Kimball Lake,45.34166667,-78.67611111,"Livingstone Twp., Haliburton Co.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE45217841.html,-LAKE_TROUT-SMALLMOUTH_BASS-
45217847,Fletcher Lake,45.35361111,-78.78444444,"McClintock Twp., Haliburton Co.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE45217847.html,-LAKE_TROUT-SMALLMOUTH_BASS-
45217850,Lower Fletcher Lake,45.3425,-78.8325,"McClintock Twp., Haliburton Co.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE45217850.html,-LAKE_TROUT-
45217858,Fifteen Mile Lake,45.34972222,-78.96222222,"Franklin Twp., Haliburton Co.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE45217858.html,-LAKE_TROUT-
45217956,Haines Lake,45.35055556,-79.94861111,"Foley & McDougall Twps., Parry Sound Dist",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE45217956.html,-SMALLMOUTH_BASS-
45227750,Hicks Lake,45.37472222,-77.825,"Bangor Twp., Hastings Co.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE45227750.html,-BROOK_TROUT-
45227801,McKenzie Lake,45.36416667,-78.02277778,"Sabine Twp., Nipissing Dist.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE45227801.html,-SMALLMOUTH_BASS-
45227843,Livingstone Lake,45.36027778,-78.71916667,"Livingstone Twp., Haliburton Co.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE45227843.html,-LAKE_TROUT-
45227854,McCann Lake,45.35944444,-78.89833333,"McClintock Twp., Haliburton Co.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE45227854.html,-LAKE_TROUT-
45227855,Oxtongue Lake,45.36583333,-78.91916667,"McClintock Twp., Haliburton Co.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE45227855.html,-LAKE_TROUT-LAKE_WHITEFISH-CISCO(LAKE_HERRING)-ROUND_WHITEFISH-WHITE_SUCKER-LING_(BURBOT)-SMALLMOUTH_BASS-
45227921,Fox Lake,45.38638889,-79.3575,"Stisted Twp., Muskoka D.M.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE45227921.html,-LARGEMOUTH_BASS-NORTHERN_PIKE-SMALLMOUTH_BASS-
45227935,Meadow (Mead) Lake,45.36861111,-79.57944444,"Monteith Twp., Parry Sound Dist.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE45227935.html,-LARGEMOUTH_BASS-
45228000,Mill Lake,45.36944444,-79.99722222,"McDougall Twp., Parry Sound Dist.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE45228000.html,-SMALLMOUTH_BASS-WALLEYE-
45237635,Madawaska River,45.38416667,-76.5825,"Burnstown to Stewartville headpond, McNab Twp., Renfrew Co.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE45237635.html,-NORTHERN_PIKE-SMALLMOUTH_BASS-WALLEYE-
45237848,Fisher Lake,45.38277778,-78.7975,"McClintock Twp., Haliburton Co.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE45237848.html,-BROOK_TROUT-
45237900,Buck Lake,45.39222222,-78.99083333,"Sinclair Twp., Muskoka D.M.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE45237900.html,-RAINBOW_TROUT-LAKE_TROUT-SMALLMOUTH_BASS-
45237901,Solitaire Lake,45.39194444,-79.00861111,"Sinclair Twp., Muskoka D.M.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE45237901.html,-LAKE_TROUT-SMALLMOUTH_BASS-
45237905,Walker Lake,45.38083333,-79.08777778,"Sinclair Twp., Muskoka D.M.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE45237905.html,-SMALLMOUTH_BASS-
45237907,Harp Lake,45.37861111,-79.135,"Chaffey Twp., Muskoka D.M.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE45237907.html,-LAKE_TROUT-CISCO(LAKE_HERRING)-WHITE_SUCKER-SMALLMOUTH_BASS-
45237930,Axe Lake,45.39027778,-79.50361111,Parry Sound Dist. and Muskoka D. M.,http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE45237930.html,-LARGEMOUTH_BASS-
45247559,Constance Lake,45.40888889,-75.97861111,"March Twp., Ottawa-Carleton R. M.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE45247559.html,-NORTHERN_PIKE-
45247640,Hurds Lake,45.39777778,-76.68111111,"Bagot Twp., Renfrew Co.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE45247640.html,-NORTHERN_PIKE-SMALLMOUTH_BASS-LARGEMOUTH_BASS-WALLEYE-
45247659,Constant Lake,45.40555556,-76.9825,"Grattan Twp., Renfrew Co.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE45247659.html,-NORTHERN_PIKE-YELLOW_PERCH-WALLEYE-
45247757,Cross (Lyell) Lake,45.39666667,-77.94333333,"Lyell Twp., Nipissing Dist.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE45247757.html,-LAKE_TROUT-SMALLMOUTH_BASS-
45247812,Lower Hay Lake,45.40722222,-78.20527778,"Sabine Twp., Nipissing Dist.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE45247812.html,-SMALLMOUTH_BASS-
45247851,Niger Lake,45.4025,-78.8475,"McClintock Twp., Haliburton Co.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE45247851.html,-BROOK_TROUT-
45247912,Arrowhead Lake,45.39666667,-79.20083333,"Chaffey Twp., Muskoka D.M.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE45247912.html,-SMALLMOUTH_BASS-
45247917,Waseosa Lake,45.40527778,-79.275,"Chaffey Twp., Muskoka D.M.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE45247917.html,-BROOK_TROUT-LAKE_TROUT-WHITE_SUCKER-SMALLMOUTH_BASS-YELLOW_PERCH-
45247942,Manitouwaba Lake,45.40527778,-79.7,"Monteith Twp., Parry Sound Dist.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE45247942.html,-SMALLMOUTH_BASS-
45247949,Isabella Lake,45.40305556,-79.81333333,"Christe Twp., Parry Sound Dist.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE45247949.html,-NORTHERN_PIKE-WALLEYE-
45257545,Ottawa River,45.37388889,-75.86722222,Chats Generating Station (Fitzroy) to Chaudi?re Falls,http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE45257545.html,-NORTHERN_PIKE-REDHORSE_SUCKER-BROWN_BULLHEAD-CHANNEL_CATFISH-ROCK_BASS-PUMPKINSEED-SMALLMOUTH_BASS-BLACK_CRAPPIE-YELLOW_PERCH-SAUGER-WALLEYE-
45257741,Kamaniskeg Lake,45.41333333,-77.69388889,"Bangor & Sherwood Twps., Hastings & Renfrew Cos.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE45257741.html,-LAKE_TROUT-SMALLMOUTH_BASS-YELLOW_PERCH-WALLEYE-
45257902,Rebecca Lake,45.42916667,-79.04,"Sinclair Twp., Muskoka D.M.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE45257902.html,-LAKE_TROUT-SMALLMOUTH_BASS-
45257923,Buck Lake,45.42027778,-79.39472222,"McMurrich Twp., Parry Sound Dist.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE45257923.html,-NORTHERN_PIKE-SMALLMOUTH_BASS-LARGEMOUTH_BASS-YELLOW_PERCH-WALLEYE-
45267616,Mississippi River,45.44111111,-76.285,"mouth, Ottawa-Carleton R.M.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE45267616.html,-NORTHERN_PIKE-WHITE_SUCKER-REDHORSE_SUCKER-BROWN_BULLHEAD-SMALLMOUTH_BASS-YELLOW_PERCH-WALLEYE-
45267712,Lake Clear,45.44111111,-77.19027778,"Sebastopol Twp., Renfrew Co.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE45267712.html,-LAKE_TROUT-LAKE_WHITEFISH-NORTHERN_PIKE-WHITE_SUCKER-BROWN_BULLHEAD-LING_(BURBOT)-ROCK_BASS-SMALLMOUTH_BASS-LARGEMOUTH_BASS-YELLOW_PERCH-WALLEYE-
45267735,Wadsworth Lake,45.43972222,-77.58138889,Renfrew Co.,http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE45267735.html,-LAKE_WHITEFISH-
45267834,McGarvey Lake,45.43444444,-78.55916667,Lawrence Twp.,http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE45267834.html,-LAKE_TROUT-
45267840,Crown Lake,45.43138889,-78.6725,"Livingstone Twp., Haliburton Co.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE45267840.html,-BROOK_TROUT-SMALLMOUTH_BASS-
45267845,Roger Lake,45.43472222,-78.74472222,"Livingstone Twp., Haliburton Co.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE45267845.html,-BROOK_TROUT-
45267855,Camp Lake,45.43916667,-78.90722222,"Finlayson Twp., Muskoka D.M.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE45267855.html,-LAKE_TROUT-
45267902,Bella Lake,45.44444444,-79.03111111,"Sinclair Twp., Muskoka D.M.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE45267902.html,-LAKE_TROUT-ROUND_WHITEFISH-LING_(BURBOT)-SMALLMOUTH_BASS-
45267935,Bear Lake,45.44222222,-79.58638889,"Monteith Twp., Parry Sound Dist.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE45267935.html,-NORTHERN_PIKE-SMALLMOUTH_BASS-
45267937,Horn Lake,45.39416667,-79.61,"Monteith Twp., Parry Sound Dist.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE45267937.html,-YELLOW_PERCH-
45277542,Rideau River,45.365,-75.69388889,below Manotick to Ottawa,http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE45277542.html,-NORTHERN_PIKE-WHITE_SUCKER-COMMON_CARP-BROWN_BULLHEAD-ROCK_BASS-BLUEGILL-SMALLMOUTH_BASS-BLACK_CRAPPIE-YELLOW_PERCH-WALLEYE-
45277615,Mississippi River Snye,45.44888889,-76.24,Ottawa-Carleton R.M.,http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE45277615.html,-ROCK_BASS-SMALLMOUTH_BASS-LARGEMOUTH_BASS-YELLOW_PERCH-
45277751,Bark Lake,45.44777778,-77.83583333,"Jones Twp., Renfrew Co.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE45277751.html,-LAKE_TROUT-LAKE_WHITEFISH-CISCO(LAKE_HERRING)-NORTHERN_PIKE-WALLEYE-
45277837,Big Porcupine Lake,45.45222222,-78.61222222,"Lawrence Twp., Haliburton Co.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE45277837.html,-BROOK_TROUT-LAKE_TROUT-
45277856,Tasso Lake,45.45555556,-78.93444444,"Finlayson Twp., Muskoka D. M.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE45277856.html,-LAKE_TROUT-SMALLMOUTH_BASS-
45277911,Oudaze Lake,45.45361111,-79.19527778,"Chaffey Twp., Muskoka D.M.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE45277911.html,-SMALLMOUTH_BASS-
45287621,Madawaska Lake,45.40944444,-76.34388889,"Arnprior headpond, McNab Twp.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE45287621.html,-NORTHERN_PIKE-BROWN_BULLHEAD-CHANNEL_CATFISH-SMALLMOUTH_BASS-LARGEMOUTH_BASS-BLACK_CRAPPIE-YELLOW_PERCH-WALLEYE-
45287829,Lake Louisa,45.47222222,-78.4825,"Lawrence Twp., Haliburton Co.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE45287829.html,-LAKE_TROUT-
45287835,Bonnechere Lake,45.46027778,-78.58361111,"Lawrence Twp., Haliburton Co.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE45287835.html,-LAKE_TROUT-
45287911,Foote Lake,45.47555556,-79.17527778,"Perry Twp., Parry Sound Dist.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE45287911.html,-SMALLMOUTH_BASS-
